Freq.	V(n001)	V(n002)	I(C1)	I(R1)	I(V1)
1.23310483322890e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.51754479567327e-007dB,-2.21958858877931e-002°)	(-1.02216403284592e+002dB,8.99778041141122e+001°)	(-1.02216403284592e+002dB,-9.00221958859022e+001°)	(-1.02216403284592e+002dB,-9.00221958858940e+001°)
1.23594743344450e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.54762840117306e-007dB,-2.22470526839775e-002°)	(-1.02196403287601e+002dB,8.99777529473160e+001°)	(-1.02196403287601e+002dB,-9.00222470526813e+001°)	(-1.02196403287601e+002dB,-9.00222470526854e+001°)
1.23879658653036e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.57785086984897e-007dB,-2.22983374317732e-002°)	(-1.02176403290623e+002dB,8.99777016625682e+001°)	(-1.02176403290623e+002dB,-9.00222983374242e+001°)	(-1.02176403290623e+002dB,-9.00222983374150e+001°)
1.24165230759240e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.60821285744388e-007dB,-2.23497404030865e-002°)	(-1.02156403293659e+002dB,8.99776502595969e+001°)	(-1.02156403293659e+002dB,-9.00223497404037e+001°)	(-1.02156403293659e+002dB,-9.00223497404037e+001°)
1.24451461177138e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.63871498112755e-007dB,-2.24012618704504e-002°)	(-1.02136403296709e+002dB,8.99775987381295e+001°)	(-1.02136403296709e+002dB,-9.00224012618672e+001°)	(-1.02136403296709e+002dB,-9.00224012618611e+001°)
1.24738351424294e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.66935790628613e-007dB,-2.24529021070264e-002°)	(-1.02116403299774e+002dB,8.99775470978930e+001°)	(-1.02116403299774e+002dB,-9.00224529021177e+001°)	(-1.02116403299774e+002dB,-9.00224529021147e+001°)
1.25025903021771e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.70014225008940e-007dB,-2.25046613866055e-002°)	(-1.02096403302852e+002dB,8.99774953386134e+001°)	(-1.02096403302852e+002dB,-9.00225046613840e+001°)	(-1.02096403302852e+002dB,-9.00225046613810e+001°)
1.25314117494141e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.73106868756679e-007dB,-2.25565399836099e-002°)	(-1.02076403305945e+002dB,8.99774434600164e+001°)	(-1.02076403305945e+002dB,-9.00225565399664e+001°)	(-1.02076403305945e+002dB,-9.00225565399684e+001°)
1.25602996369487e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.76213789374773e-007dB,-2.26085381730945e-002°)	(-1.02056403309052e+002dB,8.99773914618269e+001°)	(-1.02056403309052e+002dB,-9.00226085381717e+001°)	(-1.02056403309052e+002dB,-9.00226085381757e+001°)
1.25892541179416e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.79335052437510e-007dB,-2.26606562307480e-002°)	(-1.02036403312173e+002dB,8.99773393437693e+001°)	(-1.02036403312173e+002dB,-9.00226606562489e+001°)	(-1.02036403312173e+002dB,-9.00226606562418e+001°)
1.26182753459066e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.82470718697541e-007dB,-2.27128944328950e-002°)	(-1.02016403315308e+002dB,8.99772871055671e+001°)	(-1.02016403315308e+002dB,-9.00227128944375e+001°)	(-1.02016403315308e+002dB,-9.00227128944465e+001°)
1.26473634747114e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.85620861443774e-007dB,-2.27652530564968e-002°)	(-1.01996403318459e+002dB,8.99772347469435e+001°)	(-1.01996403318459e+002dB,-9.00227652530801e+001°)	(-1.01996403318459e+002dB,-9.00227652530851e+001°)
1.26765186585784e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.88785540464533e-007dB,-2.28177323791532e-002°)	(-1.01976403321623e+002dB,8.99771822676209e+001°)	(-1.01976403321623e+002dB,-9.00228177323652e+001°)	(-1.01976403321623e+002dB,-9.00228177323682e+001°)
1.27057410520853e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.91964831941710e-007dB,-2.28703326791042e-002°)	(-1.01956403324803e+002dB,8.99771296673209e+001°)	(-1.01956403324803e+002dB,-9.00228703326959e+001°)	(-1.01956403324803e+002dB,-9.00228703326969e+001°)
1.27350308101665e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.95158795663629e-007dB,-2.29230542352308e-002°)	(-1.01936403327997e+002dB,8.99770769457648e+001°)	(-1.01936403327997e+002dB,-9.00229230542419e+001°)	(-1.01936403327997e+002dB,-9.00229230542379e+001°)
1.27643880881134e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-6.98367502026217e-007dB,-2.29758973270572e-002°)	(-1.01916403331205e+002dB,8.99770241026730e+001°)	(-1.01916403331205e+002dB,-9.00229758973228e+001°)	(-1.01916403331205e+002dB,-9.00229758973228e+001°)
1.27938130415752e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.01591019496744e-007dB,-2.30288622347517e-002°)	(-1.01896403334429e+002dB,8.99769711377652e+001°)	(-1.01896403334429e+002dB,-9.00230288622325e+001°)	(-1.01896403334429e+002dB,-9.00230288622236e+001°)
1.28233058265601e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.04829415578157e-007dB,-2.30819492391288e-002°)	(-1.01876403337667e+002dB,8.99769180507609e+001°)	(-1.01876403337667e+002dB,-9.00230819492237e+001°)	(-1.01876403337667e+002dB,-9.00230819492277e+001°)
1.28528665994361e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.08082760666382e-007dB,-2.31351586216501e-002°)	(-1.01856403340921e+002dB,8.99768648413784e+001°)	(-1.01856403340921e+002dB,-9.00231351586183e+001°)	(-1.01856403340921e+002dB,-9.00231351586123e+001°)
1.28824955169313e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.11351121300038e-007dB,-2.31884906644260e-002°)	(-1.01836403344189e+002dB,8.99768115093356e+001°)	(-1.01836403344189e+002dB,-9.00231884906494e+001°)	(-1.01836403344189e+002dB,-9.00231884906455e+001°)
1.29121927361353e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.14634569803706e-007dB,-2.32419456502174e-002°)	(-1.01816403347472e+002dB,8.99767580543498e+001°)	(-1.01816403347472e+002dB,-9.00232419456510e+001°)	(-1.01816403347472e+002dB,-9.00232419456588e+001°)
1.29419584144998e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.17933172716005e-007dB,-2.32955238624368e-002°)	(-1.01796403350771e+002dB,8.99767044761376e+001°)	(-1.01796403350771e+002dB,-9.00232955238526e+001°)	(-1.01796403350771e+002dB,-9.00232955238517e+001°)
1.29717927098395e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.21247002361518e-007dB,-2.33492255851503e-002°)	(-1.01776403354085e+002dB,8.99766507744149e+001°)	(-1.01776403354085e+002dB,-9.00233492255998e+001°)	(-1.01776403354085e+002dB,-9.00233492256095e+001°)
1.30016957803328e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.24576126243190e-007dB,-2.34030511030788e-002°)	(-1.01756403357414e+002dB,8.99765969488969e+001°)	(-1.01756403357414e+002dB,-9.00234030511028e+001°)	(-1.01756403357414e+002dB,-9.00234030511125e+001°)
1.30316677845229e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.27920617649933e-007dB,-2.34570007015992e-002°)	(-1.01736403360758e+002dB,8.99765429992984e+001°)	(-1.01736403360758e+002dB,-9.00234570007027e+001°)	(-1.01736403360758e+002dB,-9.00234570007018e+001°)
1.30617088813183e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.31280546013349e-007dB,-2.35110746667467e-002°)	(-1.01716403364118e+002dB,8.99764889253333e+001°)	(-1.01716403364118e+002dB,-9.00235110746685e+001°)	(-1.01716403364118e+002dB,-9.00235110746598e+001°)
1.30918192299940e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.34655983658020e-007dB,-2.35652732852157e-002°)	(-1.01696403367494e+002dB,8.99764347267148e+001°)	(-1.01696403367494e+002dB,-9.00235652732901e+001°)	(-1.01696403367494e+002dB,-9.00235652732834e+001°)
1.31219989901919e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.38047000979877e-007dB,-2.36195968443614e-002°)	(-1.01676403370885e+002dB,8.99763804031556e+001°)	(-1.01676403370885e+002dB,-9.00236195968478e+001°)	(-1.01676403370885e+002dB,-9.00236195968593e+001°)
1.31522483219223e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.41453671267830e-007dB,-2.36740456322016e-002°)	(-1.01656403374291e+002dB,8.99763259543678e+001°)	(-1.01656403374291e+002dB,-9.00236740456425e+001°)	(-1.01656403374291e+002dB,-9.00236740456405e+001°)
1.31825673855640e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.44876064917811e-007dB,-2.37286199374179e-002°)	(-1.01636403377714e+002dB,8.99762713800626e+001°)	(-1.01636403377714e+002dB,-9.00237286199346e+001°)	(-1.01636403377714e+002dB,-9.00237286199423e+001°)
1.32129563418657e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.48314256183057e-007dB,-2.37833200493574e-002°)	(-1.01616403381152e+002dB,8.99762166799507e+001°)	(-1.01616403381152e+002dB,-9.00237833200362e+001°)	(-1.01616403381152e+002dB,-9.00237833200458e+001°)
1.32434153519466e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.51768317388156e-007dB,-2.38381462580343e-002°)	(-1.01596403384606e+002dB,8.99761618537420e+001°)	(-1.01596403384606e+002dB,-9.00238381462491e+001°)	(-1.01596403384606e+002dB,-9.00238381462462e+001°)
1.32739445772973e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.55238321822019e-007dB,-2.38930988541314e-002°)	(-1.01576403388076e+002dB,8.99761069011459e+001°)	(-1.01576403388076e+002dB,-9.00238930988345e+001°)	(-1.01576403388076e+002dB,-9.00238930988288e+001°)
1.33045441797808e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.58724342773559e-007dB,-2.39481781290013e-002°)	(-1.01556403391562e+002dB,8.99760518218710e+001°)	(-1.01556403391562e+002dB,-9.00239481781200e+001°)	(-1.01556403391562e+002dB,-9.00239481781162e+001°)
1.33352143216331e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.62226457388999e-007dB,-2.40033843746686e-002°)	(-1.01536403395064e+002dB,8.99759966156253e+001°)	(-1.01536403395064e+002dB,-9.00240033843925e+001°)	(-1.01536403395064e+002dB,-9.00240033843972e+001°)
1.33659551654643e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.65744732206961e-007dB,-2.40587178838308e-002°)	(-1.01516403398582e+002dB,8.99759412821162e+001°)	(-1.01516403398582e+002dB,-9.00240587178682e+001°)	(-1.01516403398582e+002dB,-9.00240587178795e+001°)
1.33967668742593e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.69279250159634e-007dB,-2.41141789498602e-002°)	(-1.01496403402117e+002dB,8.99758858210501e+001°)	(-1.01496403402117e+002dB,-9.00241141789505e+001°)	(-1.01496403402117e+002dB,-9.00241141789505e+001°)
1.34276496113785e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.72830080678620e-007dB,-2.41697678668056e-002°)	(-1.01476403405668e+002dB,8.99758302321332e+001°)	(-1.01476403405668e+002dB,-9.00241697678508e+001°)	(-1.01476403405668e+002dB,-9.00241697678451e+001°)
1.34586035405594e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.76397302838799e-007dB,-2.42254849293933e-002°)	(-1.01456403409235e+002dB,8.99757745150706e+001°)	(-1.01456403409235e+002dB,-9.00242254849364e+001°)	(-1.01456403409235e+002dB,-9.00242254849298e+001°)
1.34896288259164e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.79980989929086e-007dB,-2.42813304330294e-002°)	(-1.01436403412819e+002dB,8.99757186695670e+001°)	(-1.01436403412819e+002dB,-9.00242813304441e+001°)	(-1.01436403412819e+002dB,-9.00242813304431e+001°)
1.35207256319427e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.83581218131378e-007dB,-2.43373046738006e-002°)	(-1.01416403416419e+002dB,8.99756626953262e+001°)	(-1.01416403416419e+002dB,-9.00243373046755e+001°)	(-1.01416403416419e+002dB,-9.00243373046840e+001°)
1.35518941235103e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.87198063627571e-007dB,-2.43934079484764e-002°)	(-1.01396403420036e+002dB,8.99756065920515e+001°)	(-1.01396403420036e+002dB,-9.00243934079522e+001°)	(-1.01396403420036e+002dB,-9.00243934079410e+001°)
1.35831344658714e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.90831604528219e-007dB,-2.44496405545103e-002°)	(-1.01376403423669e+002dB,8.99755503594455e+001°)	(-1.01376403423669e+002dB,-9.00244496405554e+001°)	(-1.01376403423669e+002dB,-9.00244496405629e+001°)
1.36144468246594e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.94481917979547e-007dB,-2.45060027900417e-002°)	(-1.01356403427320e+002dB,8.99754939972100e+001°)	(-1.01356403427320e+002dB,-9.00245060028009e+001°)	(-1.01356403427320e+002dB,-9.00245060027944e+001°)
1.36458313658891e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-7.98149079199125e-007dB,-2.45624949538969e-002°)	(-1.01336403430987e+002dB,8.99754375050461e+001°)	(-1.01336403430987e+002dB,-9.00245624949493e+001°)	(-1.01336403430987e+002dB,-9.00245624949400e+001°)
1.36772882559584e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.01833168226162e-007dB,-2.46191173455914e-002°)	(-1.01316403434671e+002dB,8.99753808826544e+001°)	(-1.01316403434671e+002dB,-9.00246191173553e+001°)	(-1.01316403434671e+002dB,-9.00246191173636e+001°)
1.37088176616484e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.05534261242556e-007dB,-2.46758702653311e-002°)	(-1.01296403438372e+002dB,8.99753241297347e+001°)	(-1.01296403438372e+002dB,-9.00246758702739e+001°)	(-1.01296403438372e+002dB,-9.00246758702794e+001°)
1.37404197501250e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.09252437323189e-007dB,-2.47327540140138e-002°)	(-1.01276403442090e+002dB,8.99752672459860e+001°)	(-1.01276403442090e+002dB,-9.00247327540092e+001°)	(-1.01276403442090e+002dB,-9.00247327540074e+001°)
1.37720946889394e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.12987777471597e-007dB,-2.47897688932311e-002°)	(-1.01256403445826e+002dB,8.99752102311068e+001°)	(-1.01256403445826e+002dB,-9.00247897689138e+001°)	(-1.01256403445826e+002dB,-9.00247897689027e+001°)
1.38038426460287e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.16740356905353e-007dB,-2.48469152052696e-002°)	(-1.01236403449578e+002dB,8.99751530847947e+001°)	(-1.01236403449578e+002dB,-9.00248469151972e+001°)	(-1.01236403449578e+002dB,-9.00248469151954e+001°)
1.38356637897177e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.20510258556647e-007dB,-2.49041932531131e-002°)	(-1.01216403453348e+002dB,8.99750958067469e+001°)	(-1.01216403453348e+002dB,-9.00249041932500e+001°)	(-1.01216403453348e+002dB,-9.00249041932426e+001°)
1.38675582887188e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.24297562464691e-007dB,-2.49616033404436e-002°)	(-1.01196403457135e+002dB,8.99750383966596e+001°)	(-1.01196403457135e+002dB,-9.00249616033343e+001°)	(-1.01196403457135e+002dB,-9.00249616033453e+001°)
1.38995263121334e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.28102347704366e-007dB,-2.50191457716431e-002°)	(-1.01176403460940e+002dB,8.99749808542284e+001°)	(-1.01176403460940e+002dB,-9.00250191457899e+001°)	(-1.01176403460940e+002dB,-9.00250191457936e+001°)
1.39315680294529e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.31924693350556e-007dB,-2.50768208517955e-002°)	(-1.01156403464762e+002dB,8.99749231791482e+001°)	(-1.01156403464762e+002dB,-9.00250768208585e+001°)	(-1.01156403464762e+002dB,-9.00250768208676e+001°)
1.39636836105593e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.35764683299781e-007dB,-2.51346288866878e-002°)	(-1.01136403468602e+002dB,8.99748653711133e+001°)	(-1.01136403468602e+002dB,-9.00251346289023e+001°)	(-1.01136403468602e+002dB,-9.00251346289050e+001°)
1.39958732257261e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.39622396626924e-007dB,-2.51925701828120e-002°)	(-1.01116403472460e+002dB,8.99748074298172e+001°)	(-1.01116403472460e+002dB,-9.00251925701856e+001°)	(-1.01116403472460e+002dB,-9.00251925701874e+001°)
1.40281370456195e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.43497916264181e-007dB,-2.52506450473666e-002°)	(-1.01096403476336e+002dB,8.99747493549526e+001°)	(-1.01096403476336e+002dB,-9.00252506450350e+001°)	(-1.01096403476336e+002dB,-9.00252506450314e+001°)
1.40604752412990e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.47391324179416e-007dB,-2.53088537882582e-002°)	(-1.01076403480229e+002dB,8.99746911462117e+001°)	(-1.01076403480229e+002dB,-9.00253088537661e+001°)	(-1.01076403480229e+002dB,-9.00253088537652e+001°)
1.40928879842186e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.51302706197807e-007dB,-2.53671967141034e-002°)	(-1.01056403484140e+002dB,8.99746328032859e+001°)	(-1.01056403484140e+002dB,-9.00253671967126e+001°)	(-1.01056403484140e+002dB,-9.00253671967063e+001°)
1.41253754462274e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.55232140429910e-007dB,-2.54256741342301e-002°)	(-1.01036403488070e+002dB,8.99745743258658e+001°)	(-1.01036403488070e+002dB,-9.00254256741258e+001°)	(-1.01036403488070e+002dB,-9.00254256741168e+001°)
1.41579377995707e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.59179713665232e-007dB,-2.54842863586792e-002°)	(-1.01016403492017e+002dB,8.99745157136413e+001°)	(-1.01016403492017e+002dB,-9.00254842863754e+001°)	(-1.01016403492017e+002dB,-9.00254842863826e+001°)
1.41905752168908e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.63145505942983e-007dB,-2.55430336982064e-002°)	(-1.00996403495983e+002dB,8.99744569663018e+001°)	(-1.00996403495983e+002dB,-9.00255430337060e+001°)	(-1.00996403495983e+002dB,-9.00255430336998e+001°)
1.42232878712281e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.67129604052670e-007dB,-2.56019164642837e-002°)	(-1.00976403499967e+002dB,8.99743980835357e+001°)	(-1.00976403499967e+002dB,-9.00256019164658e+001°)	(-1.00976403499967e+002dB,-9.00256019164552e+001°)
1.42560759360218e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.71132091890817e-007dB,-2.56609349691013e-002°)	(-1.00956403503970e+002dB,8.99743390650309e+001°)	(-1.00956403503970e+002dB,-9.00256609349637e+001°)	(-1.00956403503970e+002dB,-9.00256609349574e+001°)
1.42889395851109e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.75153053353945e-007dB,-2.57200895255688e-002°)	(-1.00936403507991e+002dB,8.99742799104744e+001°)	(-1.00936403507991e+002dB,-9.00257200895117e+001°)	(-1.00936403507991e+002dB,-9.00257200895046e+001°)
1.43218789927353e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.79192577160218e-007dB,-2.57793804473174e-002°)	(-1.00916403512030e+002dB,8.99742206195527e+001°)	(-1.00916403512030e+002dB,-9.00257793804398e+001°)	(-1.00916403512030e+002dB,-9.00257793804504e+001°)
1.43548943335364e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.83250744313176e-007dB,-2.58388080487010e-002°)	(-1.00896403516089e+002dB,8.99741611919513e+001°)	(-1.00896403516089e+002dB,-9.00258388080386e+001°)	(-1.00896403516089e+002dB,-9.00258388080491e+001°)
1.43879857825583e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.87327645459637e-007dB,-2.58983726447985e-002°)	(-1.00876403520165e+002dB,8.99741016273552e+001°)	(-1.00876403520165e+002dB,-9.00258983726443e+001°)	(-1.00876403520165e+002dB,-9.00258983726548e+001°)
1.44211535152486e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.91423363531797e-007dB,-2.59580745514148e-002°)	(-1.00856403524261e+002dB,8.99740419254486e+001°)	(-1.00856403524261e+002dB,-9.00259580745542e+001°)	(-1.00856403524261e+002dB,-9.00259580745445e+001°)
1.44543977074591e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.95537985319164e-007dB,-2.60179140850830e-002°)	(-1.00836403528376e+002dB,8.99739820859149e+001°)	(-1.00836403528376e+002dB,-9.00260179140827e+001°)	(-1.00836403528376e+002dB,-9.00260179140722e+001°)
1.44877185354475e-001	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-8.99671601468557e-007dB,-2.60778915630658e-002°)	(-1.00816403532509e+002dB,8.99739221084369e+001°)	(-1.00816403532509e+002dB,-9.00260778915756e+001°)	(-1.00816403532509e+002dB,-9.00260778915808e+001°)
